ID,Category,Context_Chunk,Source_URL
348,Cardio - Progression,The 10% rule suggests increasing weekly mileage or duration by no more than 10% to avoid injury.,https://caro.doh.gov.ph
349,Cardio - Elliptical,The elliptical trainer provides a weight-bearing cardio workout that is easier on the hips and ankles than running.,https://www.who.int
350,Hypertension - DASH Diet,"The DASH diet emphasizes fruits, vegetables, and low-fat dairy while reducing red meat and sweets.",https://www.philheart.org
351,Hypertension - Salt Limit,"Hypertensive patients should aim for less than 1,500 mg of sodium daily for optimal BP control.",https://caro.doh.gov.ph
352,CVD - Cholesterol,LDL (bad) cholesterol should ideally be below 100 mg/dL for individuals at low risk of heart disease.,https://www.philheart.org
353,CVD - Triglycerides,High triglycerides combined with low HDL or high LDL is linked to fatty buildups in artery walls.,https://caro.doh.gov.ph
354,Hypertension - Medication,Never stop taking anti-hypertensive drugs like Losartan or Amlodipine without consulting your doctor.,https://www.philheart.org
355,CVD - Angina,Stable angina is chest pain that occurs during physical activity and is relieved by rest or nitroglycerin.,https://caro.doh.gov.ph
356,CVD - Heart Failure,"Symptoms of heart failure include shortness of breath, fatigue, and swollen legs (edema).",https://www.philheart.org
357,Hypertension - White Coat,White coat hypertension occurs when BP readings are high in a clinic but normal at home.,https://caro.doh.gov.ph
358,CVD - Stroke Risk,Uncontrolled high blood pressure is the single most important manageable risk factor for stroke.,https://www.philheart.org
359,CVD - Statins,Statins work by blocking a substance your body needs to make cholesterol and help reabsorb existing deposits.,https://caro.doh.gov.ph
360,Hypertension - Potassium,Potassium-rich foods like avocados and bananas help counteract the blood pressure-raising effects of salt.,https://www.philheart.org
361,CVD - Omega-3,Fatty fish like salmon and tuna provide omega-3 fatty acids that lower heart disease risk.,https://caro.doh.gov.ph
362,CVD - Aspirin Use,Daily aspirin therapy may be recommended for some people to prevent a first or second heart attack.,https://www.philheart.org
363,Hypertension - Exercise,Regular aerobic exercise can lower systolic blood pressure by an average of 5 to 8 mmHg.,https://caro.doh.gov.ph
364,CVD - Smoking Effect,"Smoking damages the lining of the arteries, leading to the buildup of fatty material (atheroma).",https://www.philheart.org
365,CVD - Diabetes Link,People with diabetes are twice as likely to have heart disease or a stroke than people without diabetes.,https://caro.doh.gov.ph
366,Hypertension - Alcohol,Excessive alcohol consumption can raise blood pressure to unhealthy levels and damage the heart muscle.,https://www.philheart.org
367,CVD - Stress,Chronic stress can lead to high blood pressure and increase the risk of heart attack and stroke.,https://caro.doh.gov.ph
368,CVD - Sleep Apnea,"Obstructive sleep apnea is a risk factor for hypertension, heart failure, and stroke.",https://www.philheart.org
369,Hypertension - Monitoring,Keep a diary of home blood pressure readings to help your physician tailor your treatment.,https://caro.doh.gov.ph
370,Hypertension - DASH Diet,"The DASH diet emphasizes fruits, vegetables, and low-fat dairy while reducing red meat and sweets.",https://www.philheart.org
371,Hypertension - Salt Limit,"Hypertensive patients should aim for less than 1,500 mg of sodium daily for optimal BP control.",https://caro.doh.gov.ph
372,CVD - Cholesterol,LDL (bad) cholesterol should ideally be below 100 mg/dL for individuals at low risk of heart disease.,https://www.philheart.org
373,CVD - Triglycerides,High triglycerides combined with low HDL or high LDL is linked to fatty buildups in artery walls.,https://caro.doh.gov.ph
374,Hypertension - Medication,Never stop taking anti-hypertensive drugs like Losartan or Amlodipine without consulting your doctor.,https://www.philheart.org
375,CVD - Angina,Stable angina is chest pain that occurs during physical activity and is relieved by rest or nitroglycerin.,https://caro.doh.gov.ph
376,CVD - Heart Failure,"Symptoms of heart failure include shortness of breath, fatigue, and swollen legs (edema).",https://www.philheart.org
377,Hypertension - White Coat,White coat hypertension occurs when BP readings are high in a clinic but normal at home.,https://caro.doh.gov.ph
378,CVD - Stroke Risk,Uncontrolled high blood pressure is the single most important manageable risk factor for stroke.,https://www.philheart.org
379,CVD - Statins,Statins work by blocking a substance your body needs to make cholesterol and help reabsorb existing deposits.,https://caro.doh.gov.ph
380,Hypertension - Potassium,Potassium-rich foods like avocados and bananas help counteract the blood pressure-raising effects of salt.,https://www.philheart.org
381,CVD - Omega-3,Fatty fish like salmon and tuna provide omega-3 fatty acids that lower heart disease risk.,https://caro.doh.gov.ph
382,CVD - Aspirin Use,Daily aspirin therapy may be recommended for some people to prevent a first or second heart attack.,https://www.philheart.org
383,Hypertension - Exercise,Regular aerobic exercise can lower systolic blood pressure by an average of 5 to 8 mmHg.,https://caro.doh.gov.ph
384,CVD - Smoking Effect,"Smoking damages the lining of the arteries, leading to the buildup of fatty material (atheroma).",https://www.philheart.org
385,CVD - Diabetes Link,People with diabetes are twice as likely to have heart disease or a stroke than people without diabetes.,https://caro.doh.gov.ph
386,Hypertension - Alcohol,Excessive alcohol consumption can raise blood pressure to unhealthy levels and damage the heart muscle.,https://www.philheart.org
387,CVD - Stress,Chronic stress can lead to high blood pressure and increase the risk of heart attack and stroke.,https://caro.doh.gov.ph
388,CVD - Sleep Apnea,"Obstructive sleep apnea is a risk factor for hypertension, heart failure, and stroke.",https://www.philheart.org
389,Hypertension - Monitoring,Keep a diary of home blood pressure readings to help your physician tailor your treatment.,https://caro.doh.gov.ph
390,Hypertension - DASH Diet,"The DASH diet emphasizes fruits, vegetables, and low-fat dairy while reducing red meat and sweets.",https://www.philheart.org
391,Hypertension - Salt Limit,"Hypertensive patients should aim for less than 1,500 mg of sodium daily for optimal BP control.",https://caro.doh.gov.ph
392,CVD - Cholesterol,LDL (bad) cholesterol should ideally be below 100 mg/dL for individuals at low risk of heart disease.,https://www.philheart.org
393,CVD - Triglycerides,High triglycerides combined with low HDL or high LDL is linked to fatty buildups in artery walls.,https://caro.doh.gov.ph
394,Hypertension - Medication,Never stop taking anti-hypertensive drugs like Losartan or Amlodipine without consulting your doctor.,https://www.philheart.org
395,CVD - Angina,Stable angina is chest pain that occurs during physical activity and is relieved by rest or nitroglycerin.,https://caro.doh.gov.ph
396,CVD - Heart Failure,"Symptoms of heart failure include shortness of breath, fatigue, and swollen legs (edema).",https://www.philheart.org
397,Hypertension - White Coat,White coat hypertension occurs when BP readings are high in a clinic but normal at home.,https://caro.doh.gov.ph
398,CVD - Stroke Risk,Uncontrolled high blood pressure is the single most important manageable risk factor for stroke.,https://www.philheart.org
399,CVD - Statins,Statins work by blocking a substance your body needs to make cholesterol and help reabsorb existing deposits.,https://caro.doh.gov.ph
400,Hypertension - Potassium,Potassium-rich foods like avocados and bananas help counteract the blood pressure-raising effects of salt.,https://www.philheart.org
401,CVD - Omega-3,Fatty fish like salmon and tuna provide omega-3 fatty acids that lower heart disease risk.,https://caro.doh.gov.ph
402,CVD - Aspirin Use,Daily aspirin therapy may be recommended for some people to prevent a first or second heart attack.,https://www.philheart.org
403,Hypertension - Exercise,Regular aerobic exercise can lower systolic blood pressure by an average of 5 to 8 mmHg.,https://caro.doh.gov.ph
404,CVD - Smoking Effect,"Smoking damages the lining of the arteries, leading to the buildup of fatty material (atheroma).",https://www.philheart.org
405,CVD - Diabetes Link,People with diabetes are twice as likely to have heart disease or a stroke than people without diabetes.,https://caro.doh.gov.ph
406,Hypertension - Alcohol,Excessive alcohol consumption can raise blood pressure to unhealthy levels and damage the heart muscle.,https://www.philheart.org
407,CVD - Stress,Chronic stress can lead to high blood pressure and increase the risk of heart attack and stroke.,https://caro.doh.gov.ph
408,CVD - Sleep Apnea,"Obstructive sleep apnea is a risk factor for hypertension, heart failure, and stroke.",https://www.philheart.org
409,Hypertension - Monitoring,Keep a diary of home blood pressure readings to help your physician tailor your treatment.,https://caro.doh.gov.ph
410,Hypertension - DASH Diet,"The DASH diet emphasizes fruits, vegetables, and low-fat dairy while reducing red meat and sweets.",https://www.philheart.org
411,Hypertension - Salt Limit,"Hypertensive patients should aim for less than 1,500 mg of sodium daily for optimal BP control.",https://caro.doh.gov.ph
412,CVD - Cholesterol,LDL (bad) cholesterol should ideally be below 100 mg/dL for individuals at low risk of heart disease.,https://www.philheart.org
413,CVD - Triglycerides,High triglycerides combined with low HDL or high LDL is linked to fatty buildups in artery walls.,https://caro.doh.gov.ph
414,Hypertension - Medication,Never stop taking anti-hypertensive drugs like Losartan or Amlodipine without consulting your doctor.,https://www.philheart.org
415,CVD - Angina,Stable angina is chest pain that occurs during physical activity and is relieved by rest or nitroglycerin.,https://caro.doh.gov.ph
416,CVD - Heart Failure,"Symptoms of heart failure include shortness of breath, fatigue, and swollen legs (edema).",https://www.philheart.org
417,Hypertension - White Coat,White coat hypertension occurs when BP readings are high in a clinic but normal at home.,https://caro.doh.gov.ph
418,CVD - Stroke Risk,Uncontrolled high blood pressure is the single most important manageable risk factor for stroke.,https://www.philheart.org
419,CVD - Statins,Statins work by blocking a substance your body needs to make cholesterol and help reabsorb existing deposits.,https://caro.doh.gov.ph
420,Hypertension - Potassium,Potassium-rich foods like avocados and bananas help counteract the blood pressure-raising effects of salt.,https://www.philheart.org
421,CVD - Omega-3,Fatty fish like salmon and tuna provide omega-3 fatty acids that lower heart disease risk.,https://caro.doh.gov.ph
422,CVD - Aspirin Use,Daily aspirin therapy may be recommended for some people to prevent a first or second heart attack.,https://www.philheart.org
423,Hypertension - Exercise,Regular aerobic exercise can lower systolic blood pressure by an average of 5 to 8 mmHg.,https://caro.doh.gov.ph
424,CVD - Smoking Effect,"Smoking damages the lining of the arteries, leading to the buildup of fatty material (atheroma).",https://www.philheart.org
425,CVD - Diabetes Link,People with diabetes are twice as likely to have heart disease or a stroke than people without diabetes.,https://caro.doh.gov.ph
426,Hypertension - Alcohol,Excessive alcohol consumption can raise blood pressure to unhealthy levels and damage the heart muscle.,https://www.philheart.org
427,CVD - Stress,Chronic stress can lead to high blood pressure and increase the risk of heart attack and stroke.,https://caro.doh.gov.ph
428,CVD - Sleep Apnea,"Obstructive sleep apnea is a risk factor for hypertension, heart failure, and stroke.",https://www.philheart.org
429,Hypertension - Monitoring,Keep a diary of home blood pressure readings to help your physician tailor your treatment.,https://caro.doh.gov.ph
430,Hypertension - DASH Diet,"The DASH diet emphasizes fruits, vegetables, and low-fat dairy while reducing red meat and sweets.",https://www.philheart.org
431,Hypertension - Salt Limit,"Hypertensive patients should aim for less than 1,500 mg of sodium daily for optimal BP control.",https://caro.doh.gov.ph
432,CVD - Cholesterol,LDL (bad) cholesterol should ideally be below 100 mg/dL for individuals at low risk of heart disease.,https://www.philheart.org
433,CVD - Triglycerides,High triglycerides combined with low HDL or high LDL is linked to fatty buildups in artery walls.,https://caro.doh.gov.ph
434,Hypertension - Medication,Never stop taking anti-hypertensive drugs like Losartan or Amlodipine without consulting your doctor.,https://www.philheart.org
435,CVD - Angina,Stable angina is chest pain that occurs during physical activity and is relieved by rest or nitroglycerin.,https://caro.doh.gov.ph
436,CVD - Heart Failure,"Symptoms of heart failure include shortness of breath, fatigue, and swollen legs (edema).",https://www.philheart.org
437,Hypertension - White Coat,White coat hypertension occurs when BP readings are high in a clinic but normal at home.,https://caro.doh.gov.ph
438,CVD - Stroke Risk,Uncontrolled high blood pressure is the single most important manageable risk factor for stroke.,https://www.philheart.org
439,CVD - Statins,Statins work by blocking a substance your body needs to make cholesterol and help reabsorb existing deposits.,https://caro.doh.gov.ph
440,Hypertension - Potassium,Potassium-rich foods like avocados and bananas help counteract the blood pressure-raising effects of salt.,https://www.philheart.org
441,CVD - Omega-3,Fatty fish like salmon and tuna provide omega-3 fatty acids that lower heart disease risk.,https://caro.doh.gov.ph
442,CVD - Aspirin Use,Daily aspirin therapy may be recommended for some people to prevent a first or second heart attack.,https://www.philheart.org
443,Hypertension - Exercise,Regular aerobic exercise can lower systolic blood pressure by an average of 5 to 8 mmHg.,https://caro.doh.gov.ph
444,CVD - Smoking Effect,"Smoking damages the lining of the arteries, leading to the buildup of fatty material (atheroma).",https://www.philheart.org
445,CVD - Diabetes Link,People with diabetes are twice as likely to have heart disease or a stroke than people without diabetes.,https://caro.doh.gov.ph
446,Hypertension - Alcohol,Excessive alcohol consumption can raise blood pressure to unhealthy levels and damage the heart muscle.,https://www.philheart.org
447,CVD - Stress,Chronic stress can lead to high blood pressure and increase the risk of heart attack and stroke.,https://caro.doh.gov.ph
448,CVD - Sleep Apnea,"Obstructive sleep apnea is a risk factor for hypertension, heart failure, and stroke.",https://www.philheart.org
449,Hypertension - Monitoring,Keep a diary of home blood pressure readings to help your physician tailor your treatment.,https://caro.doh.gov.ph
450,Diabetes - Fiber,Consuming 25-35g of fiber daily helps slow glucose absorption and improves bowel health.,http://www.fnri.dost.gov.ph
451,Diabetes - Foot Care,"Check your feet daily for cuts, blisters, or red spots, as nerve damage can hide injuries.",https://www.who.int
452,Cancer - Prevention,"Avoid tobacco, maintain a healthy weight, and get vaccinated against Hepatitis B and HPV.",http://www.fnri.dost.gov.ph
453,NCD - Screenings,"Adults should have their blood glucose and lipid profile checked starting at age 40, or earlier if at risk.",https://www.who.int
454,Nutrition - Sugar,The WHO recommends that added sugars should make up less than 10% of total daily energy intake.,http://www.fnri.dost.gov.ph
455,Nutrition - Trans Fats,"Trans fats, found in some margarines and snack foods, increase heart disease risk and should be avoided.",https://www.who.int
456,Diabetes - Glycemic Index,Low-GI foods like whole oats and lentils produce a smaller rise in blood glucose levels.,http://www.fnri.dost.gov.ph
457,NCD - Physical Activity,The WHO recommends 150-300 minutes of moderate-intensity aerobic activity per week for all adults.,https://www.who.int
458,NCD - Weight Management,A weight loss of just 5-10% of total body weight can significantly improve NCD risk factors.,http://www.fnri.dost.gov.ph
459,Diabetes - Sick Day Rules,"Continue taking your diabetes medication even if you are ill and unable to eat much, but monitor sugar closely.",https://www.who.int
460,NCD - Alcohol Limit,Limit alcohol to no more than 2 drinks a day for men and 1 drink a day for women to reduce cancer risk.,http://www.fnri.dost.gov.ph
461,Cancer - Colorectal,A diet high in red and processed meats increases the risk of colon cancer; choose lean proteins instead.,https://www.who.int
462,NCD - Mental Health,Mental health conditions like depression can increase the risk of developing chronic NCDs.,http://www.fnri.dost.gov.ph
463,Diabetes - Protein,Including protein in meals can help with satiety and prevent post-meal blood sugar spikes.,https://www.who.int
464,NCD - Air Quality,Long-term exposure to air pollution is linked to increased rates of cardiovascular and respiratory diseases.,http://www.fnri.dost.gov.ph
465,Diabetes - Monitoring,Frequent self-monitoring of blood glucose (SMBG) provides immediate feedback on diet and exercise impact.,https://www.who.int
466,NCD - Water Intake,Replacing sugary drinks with water is a key strategy for weight loss and metabolic health.,http://www.fnri.dost.gov.ph
467,Cancer - UV Exposure,Protect your skin from the sun's UV rays to reduce the risk of melanoma and other skin cancers.,https://www.who.int
468,NCD - Health Literacy,Understanding how to read nutrition labels empowers patients to manage their chronic conditions better.,http://www.fnri.dost.gov.ph
469,Diabetes - HbA1c,The HbA1c test provides a 3-month average of blood sugar levels and is a key diagnostic tool.,https://www.who.int
470,Diabetes - Fiber,Consuming 25-35g of fiber daily helps slow glucose absorption and improves bowel health.,http://www.fnri.dost.gov.ph
471,Diabetes - Foot Care,"Check your feet daily for cuts, blisters, or red spots, as nerve damage can hide injuries.",https://www.who.int
472,Cancer - Prevention,"Avoid tobacco, maintain a healthy weight, and get vaccinated against Hepatitis B and HPV.",http://www.fnri.dost.gov.ph
473,NCD - Screenings,"Adults should have their blood glucose and lipid profile checked starting at age 40, or earlier if at risk.",https://www.who.int
474,Nutrition - Sugar,The WHO recommends that added sugars should make up less than 10% of total daily energy intake.,http://www.fnri.dost.gov.ph
475,Nutrition - Trans Fats,"Trans fats, found in some margarines and snack foods, increase heart disease risk and should be avoided.",https://www.who.int
476,Diabetes - Glycemic Index,Low-GI foods like whole oats and lentils produce a smaller rise in blood glucose levels.,http://www.fnri.dost.gov.ph
477,NCD - Physical Activity,The WHO recommends 150-300 minutes of moderate-intensity aerobic activity per week for all adults.,https://www.who.int
478,NCD - Weight Management,A weight loss of just 5-10% of total body weight can significantly improve NCD risk factors.,http://www.fnri.dost.gov.ph
479,Diabetes - Sick Day Rules,"Continue taking your diabetes medication even if you are ill and unable to eat much, but monitor sugar closely.",https://www.who.int
480,NCD - Alcohol Limit,Limit alcohol to no more than 2 drinks a day for men and 1 drink a day for women to reduce cancer risk.,http://www.fnri.dost.gov.ph
481,Cancer - Colorectal,A diet high in red and processed meats increases the risk of colon cancer; choose lean proteins instead.,https://www.who.int
482,NCD - Mental Health,Mental health conditions like depression can increase the risk of developing chronic NCDs.,http://www.fnri.dost.gov.ph
483,Diabetes - Protein,Including protein in meals can help with satiety and prevent post-meal blood sugar spikes.,https://www.who.int
484,NCD - Air Quality,Long-term exposure to air pollution is linked to increased rates of cardiovascular and respiratory diseases.,http://www.fnri.dost.gov.ph
485,Diabetes - Monitoring,Frequent self-monitoring of blood glucose (SMBG) provides immediate feedback on diet and exercise impact.,https://www.who.int
486,NCD - Water Intake,Replacing sugary drinks with water is a key strategy for weight loss and metabolic health.,http://www.fnri.dost.gov.ph
487,Cancer - UV Exposure,Protect your skin from the sun's UV rays to reduce the risk of melanoma and other skin cancers.,https://www.who.int
488,NCD - Health Literacy,Understanding how to read nutrition labels empowers patients to manage their chronic conditions better.,http://www.fnri.dost.gov.ph
489,Diabetes - HbA1c,The HbA1c test provides a 3-month average of blood sugar levels and is a key diagnostic tool.,https://www.who.int
490,Diabetes - Fiber,Consuming 25-35g of fiber daily helps slow glucose absorption and improves bowel health.,http://www.fnri.dost.gov.ph
491,Diabetes - Foot Care,"Check your feet daily for cuts, blisters, or red spots, as nerve damage can hide injuries.",https://www.who.int
492,Cancer - Prevention,"Avoid tobacco, maintain a healthy weight, and get vaccinated against Hepatitis B and HPV.",http://www.fnri.dost.gov.ph
493,NCD - Screenings,"Adults should have their blood glucose and lipid profile checked starting at age 40, or earlier if at risk.",https://www.who.int
494,Nutrition - Sugar,The WHO recommends that added sugars should make up less than 10% of total daily energy intake.,http://www.fnri.dost.gov.ph
495,Nutrition - Trans Fats,"Trans fats, found in some margarines and snack foods, increase heart disease risk and should be avoided.",https://www.who.int
496,Diabetes - Glycemic Index,Low-GI foods like whole oats and lentils produce a smaller rise in blood glucose levels.,http://www.fnri.dost.gov.ph
497,NCD - Physical Activity,The WHO recommends 150-300 minutes of moderate-intensity aerobic activity per week for all adults.,https://www.who.int
498,NCD - Weight Management,A weight loss of just 5-10% of total body weight can significantly improve NCD risk factors.,http://www.fnri.dost.gov.ph
499,Diabetes - Sick Day Rules,"Continue taking your diabetes medication even if you are ill and unable to eat much, but monitor sugar closely.",https://www.who.int
500,NCD - Alcohol Limit,Limit alcohol to no more than 2 drinks a day for men and 1 drink a day for women to reduce cancer risk.,http://www.fnri.dost.gov.ph
501,Cancer - Colorectal,A diet high in red and processed meats increases the risk of colon cancer; choose lean proteins instead.,https://www.who.int
502,NCD - Mental Health,Mental health conditions like depression can increase the risk of developing chronic NCDs.,http://www.fnri.dost.gov.ph
503,Diabetes - Protein,Including protein in meals can help with satiety and prevent post-meal blood sugar spikes.,https://www.who.int
504,NCD - Air Quality,Long-term exposure to air pollution is linked to increased rates of cardiovascular and respiratory diseases.,http://www.fnri.dost.gov.ph
505,Diabetes - Monitoring,Frequent self-monitoring of blood glucose (SMBG) provides immediate feedback on diet and exercise impact.,https://www.who.int
506,NCD - Water Intake,Replacing sugary drinks with water is a key strategy for weight loss and metabolic health.,http://www.fnri.dost.gov.ph
507,Cancer - UV Exposure,Protect your skin from the sun's UV rays to reduce the risk of melanoma and other skin cancers.,https://www.who.int
508,NCD - Health Literacy,Understanding how to read nutrition labels empowers patients to manage their chronic conditions better.,http://www.fnri.dost.gov.ph
509,Diabetes - HbA1c,The HbA1c test provides a 3-month average of blood sugar levels and is a key diagnostic tool.,https://www.who.int
510,Diabetes - Fiber,Consuming 25-35g of fiber daily helps slow glucose absorption and improves bowel health.,http://www.fnri.dost.gov.ph
511,Diabetes - Foot Care,"Check your feet daily for cuts, blisters, or red spots, as nerve damage can hide injuries.",https://www.who.int
512,Cancer - Prevention,"Avoid tobacco, maintain a healthy weight, and get vaccinated against Hepatitis B and HPV.",http://www.fnri.dost.gov.ph
513,NCD - Screenings,"Adults should have their blood glucose and lipid profile checked starting at age 40, or earlier if at risk.",https://www.who.int
514,Nutrition - Sugar,The WHO recommends that added sugars should make up less than 10% of total daily energy intake.,http://www.fnri.dost.gov.ph
515,Nutrition - Trans Fats,"Trans fats, found in some margarines and snack foods, increase heart disease risk and should be avoided.",https://www.who.int
516,Diabetes - Glycemic Index,Low-GI foods like whole oats and lentils produce a smaller rise in blood glucose levels.,http://www.fnri.dost.gov.ph
517,NCD - Physical Activity,The WHO recommends 150-300 minutes of moderate-intensity aerobic activity per week for all adults.,https://www.who.int
518,NCD - Weight Management,A weight loss of just 5-10% of total body weight can significantly improve NCD risk factors.,http://www.fnri.dost.gov.ph
519,Diabetes - Sick Day Rules,"Continue taking your diabetes medication even if you are ill and unable to eat much, but monitor sugar closely.",https://www.who.int
520,NCD - Alcohol Limit,Limit alcohol to no more than 2 drinks a day for men and 1 drink a day for women to reduce cancer risk.,http://www.fnri.dost.gov.ph
521,Cancer - Colorectal,A diet high in red and processed meats increases the risk of colon cancer; choose lean proteins instead.,https://www.who.int
522,NCD - Mental Health,Mental health conditions like depression can increase the risk of developing chronic NCDs.,http://www.fnri.dost.gov.ph
523,Diabetes - Protein,Including protein in meals can help with satiety and prevent post-meal blood sugar spikes.,https://www.who.int
524,NCD - Air Quality,Long-term exposure to air pollution is linked to increased rates of cardiovascular and respiratory diseases.,http://www.fnri.dost.gov.ph
525,Diabetes - Monitoring,Frequent self-monitoring of blood glucose (SMBG) provides immediate feedback on diet and exercise impact.,https://www.who.int
526,NCD - Water Intake,Replacing sugary drinks with water is a key strategy for weight loss and metabolic health.,http://www.fnri.dost.gov.ph
527,Cancer - UV Exposure,Protect your skin from the sun's UV rays to reduce the risk of melanoma and other skin cancers.,https://www.who.int
528,NCD - Health Literacy,Understanding how to read nutrition labels empowers patients to manage their chronic conditions better.,http://www.fnri.dost.gov.ph
529,Diabetes - HbA1c,The HbA1c test provides a 3-month average of blood sugar levels and is a key diagnostic tool.,https://www.who.int
530,Diabetes - Fiber,Consuming 25-35g of fiber daily helps slow glucose absorption and improves bowel health.,http://www.fnri.dost.gov.ph
531,Diabetes - Foot Care,"Check your feet daily for cuts, blisters, or red spots, as nerve damage can hide injuries.",https://www.who.int
532,Cancer - Prevention,"Avoid tobacco, maintain a healthy weight, and get vaccinated against Hepatitis B and HPV.",http://www.fnri.dost.gov.ph
533,NCD - Screenings,"Adults should have their blood glucose and lipid profile checked starting at age 40, or earlier if at risk.",https://www.who.int
534,Nutrition - Sugar,The WHO recommends that added sugars should make up less than 10% of total daily energy intake.,http://www.fnri.dost.gov.ph
535,Nutrition - Trans Fats,"Trans fats, found in some margarines and snack foods, increase heart disease risk and should be avoided.",https://www.who.int
536,Diabetes - Glycemic Index,Low-GI foods like whole oats and lentils produce a smaller rise in blood glucose levels.,http://www.fnri.dost.gov.ph
537,NCD - Physical Activity,The WHO recommends 150-300 minutes of moderate-intensity aerobic activity per week for all adults.,https://www.who.int
538,NCD - Weight Management,A weight loss of just 5-10% of total body weight can significantly improve NCD risk factors.,http://www.fnri.dost.gov.ph
539,Diabetes - Sick Day Rules,"Continue taking your diabetes medication even if you are ill and unable to eat much, but monitor sugar closely.",https://www.who.int
540,NCD - Alcohol Limit,Limit alcohol to no more than 2 drinks a day for men and 1 drink a day for women to reduce cancer risk.,http://www.fnri.dost.gov.ph
541,Cancer - Colorectal,A diet high in red and processed meats increases the risk of colon cancer; choose lean proteins instead.,https://www.who.int
542,NCD - Mental Health,Mental health conditions like depression can increase the risk of developing chronic NCDs.,http://www.fnri.dost.gov.ph
543,Diabetes - Protein,Including protein in meals can help with satiety and prevent post-meal blood sugar spikes.,https://www.who.int
544,NCD - Air Quality,Long-term exposure to air pollution is linked to increased rates of cardiovascular and respiratory diseases.,http://www.fnri.dost.gov.ph
545,Diabetes - Monitoring,Frequent self-monitoring of blood glucose (SMBG) provides immediate feedback on diet and exercise impact.,https://www.who.int
546,NCD - Water Intake,Replacing sugary drinks with water is a key strategy for weight loss and metabolic health.,http://www.fnri.dost.gov.ph
547,Cancer - UV Exposure,Protect your skin from the sun's UV rays to reduce the risk of melanoma and other skin cancers.,https://www.who.int
548,NCD - Health Literacy,Understanding how to read nutrition labels empowers patients to manage their chronic conditions better. ,http://www.fnri.dost.gov.ph
549,Diabetes - HbA1c,The HbA1c test provides a 3-month average of blood sugar levels and is a key diagnostic tool.,https://www.who.int